album_id,yupoo_h1,yupoo_brand,price,batch
212772259,HUBBUYCN 11,How to Buy,11,Standard
226514945,410Y【MAX BATCH】W NIKE AIR MAX PLUS SWRVSKI FZ4237-001 9,Nike/耐克,410,MAX BATCH
224654006,450Y 【STAR  BATCH】NIKE AIR ZOOM G.T. CUT蓝红CZ0175 400 10,Nike/耐克,450,STAR  BATCH
224830227,160Y 【PF  BATCH】NIKE P-6000 SE黑金IB2986 003 10,Nike/耐克,160,PF  BATCH
224830106,170Y 【SS  BATCH】PEGASUS PLUS粉白FQ7262 103 10,Nike/耐克,170,SS  BATCH
224726774,150Y 【SS  BATCH】NIKE SB FORCE 58蓝白DV5477404 10,Nike/耐克,150,SS  BATCH
224726794,150Y 【SS  BATCH】NIKE SB FORCE 58米棕DV5477 203 10,Nike/耐克,150,SS  BATCH
224653419,250Y 【MAX  BATCH】AIR MAXPLUS黑色604133 050 19,Nike/耐克,250,MAX  BATCH
224726953,170Y 【SS  BATCH】NIKE V2K RUN白银FD0736 011 10,Nike/耐克,170,SS  BATCH
224726933,170Y 【SS  BATCH】NIKE VOMERO PLUS QS棕白IO4482 001 10,Nike/耐克,170,SS  BATCH
224830269,240Y 【SS  BATCH】SBAIR MAX95白蓝HQ8492 400 10,Nike/耐克,240,SS  BATCH
224830385,150Y 【SS  BATCH】NIKE FREE METCON 6黑白FJ7127 010 10,Nike/耐克,150,SS  BATCH
224726896,160Y 【PF  BATCH】NIKE P-6000白咖IO1904 104 10,Nike/耐克,160,PF  BATCH
224653659,220Y 【TOP  BATCH】JA3EP蓝灰HF2794 100 10,Nike/耐克,220,TOP  BATCH
224653540,150Y 【SS  BATCH】W NIKE FREE METCON 6白蓝FJ7126 004 10,Nike/耐克,150,SS  BATCH
224653505,330Y 【MAX  BATCH】NIKE SHOX TL银白AR3566 103 10,Nike/耐克,330,MAX  BATCH
224653431,330Y 【MAX  BATCH】NIKE SHOX TL黑红CN0151 003 10,Nike/耐克,330,MAX  BATCH
224653484,350Y 【BEST  BATCH】KOBE VIII PROTRO黑黄白HF9550 001 10,Nike/耐克,350,BEST  BATCH
224653391,330Y 【MAX  BATCH】NIKE SHOX TL黑色AR3566 002 10,Nike/耐克,330,MAX  BATCH
224653979,230Y 【YH  BATCH】W NIKE PEGASUS PREMIUM SE黑灰红IM6778 902 10,Nike/耐克,230,YH  BATCH
224653992,300Y 【灭世  BATCH】KOBE IX ELITE LOW PROTRO紫色IM0465500 10,Nike/耐克,300,灭世  BATCH
224726915,210Y 【YC  BATCH】NIKE DUNK LOW黑白粉BP1120 059 10,Nike/耐克,210,YC  BATCH
224830354,240Y 【ZD  BATCH】SB AIR MAX95灰白HF7545 100 10,Nike/耐克,240,ZD  BATCH
224343849,360Y 【GX  BATCH】KOBE IX ELITE LOW EM PROTRO灰白IH1401 001 10,Nike/耐克,360,GX  BATCH
224343828,210Y 【SS  BATCH】NIKE DUNK LOW SE白粉IQ1145 610 10,Nike/耐克,210,SS  BATCH
224343809,250Y 【YC  BATCH】NIKE DUNK LOW LX黑米蓝HQ3459 212 10,Nike/耐克,250,YC  BATCH
224343680,410Y 【BEST  BATCH】KOBE VIII PROTRO蓝红HM9621900 10,Nike/耐克,410,BEST  BATCH
224343668,330Y 【MAX  BATCH】NIKE SHOX TL白银AV3595 100 10,Nike/耐克,330,MAX  BATCH
224253888,190Y 【TOP  BATCH】NIKE DUNK LOW黑白IF3944001 10,Nike/耐克,190,TOP  BATCH
224271568,170Y 【JG BATCH】Nike Mind 001 拖鞋 14,Nike/耐克,170,JG BATCH
224254010,360Y 【GX  BATCH】KOBE IX ELITE LOW EM PROTRO白蓝IH1401400 10,Nike/耐克,360,GX  BATCH
224253805,240Y 【CK  BATCH】KOBE 8 SYSTEM MC紫黄IO6253 500 10,Nike/耐克,240,CK  BATCH
224253791,220Y 【TOP  BATCH】JA 3 HALLOWEEN EP绿色HV9924 700 10,Nike/耐克,220,TOP  BATCH
224253762,150Y 【SS  BATCH】NIKE FREE METCON 6白色FJ7126 102 10,Nike/耐克,150,SS  BATCH
224253668,150Y 【SS  BATCH】NIKE FREE METCON 6黑色FJ7127 003 10,Nike/耐克,150,SS  BATCH
223971475,120Y 【SS  BATCH】NIKE FREE 3.0 2黑白816568 001 10,Nike/耐克,120,SS  BATCH
224065223,350Y 【BEST  BATCH】KOBE VIII PROTRO黄红IM0594 600 10,Nike/耐克,350,BEST  BATCH
223971685,180Y 【X  BATCH】AIR FORCE 1'O7深灰白FJ4146-004 10,Nike/耐克,180,X  BATCH
223971490,160Y 【SS  BATCH】W NIKE SHOXZ白色HQ7540 101 10,Nike/耐克,160,SS  BATCH
223875783,140Y 【C  BATCH】NIKE INITIATOR黑色IB4339 040 10,Nike/耐克,140,C  BATCH
223875799,150Y 【SS  BATCH】NIKE FREE METCON 6白色FJ7126 103 10,Nike/耐克,150,SS  BATCH
223875775,170Y 【SS  BATCH】NIKE VOMERO PLUS RUN黄色IM5020 100 10,Nike/耐克,170,SS  BATCH
223875761,190Y 【SS  BATCH】NIKE DUNK LOW白绿IQ9793 020 10,Nike/耐克,190,SS  BATCH
223876011,160Y 【SS  BATCH】NIKE SHOX R4红色IQ0608 687 10,Nike/耐克,160,SS  BATCH
223875622,170Y 【SS  BATCH】NIKE VOMERO PLUS QS银白104482100 10,Nike/耐克,170,SS  BATCH
223875583,170Y 【SS  BATCH】NIKE V2K RUN黑米FD0736 012 10,Nike/耐克,170,SS  BATCH
223875994,260Y 【灭世  BATCH】JA 3EP橘黄HF2794 201 10,Nike/耐克,260,灭世  BATCH
223875420,180Y 【YC  BATCH】NIKE DUNK LOW SE白黑双钩HV1800-101 10,Nike/耐克,180,YC  BATCH
223875182,260Y 【MAX  BATCH】AIR FORCE 1 'O7/SUPREME / CDG白黑923044 100 10,Nike/耐克,260,MAX  BATCH
223875151,230Y 【MAX  BATCH】NIKE AIR MAX 90 LTR黑灰黄CD6864 101 10,Nike/耐克,230,MAX  BATCH
223542473,170Y 【N  BATCH】AIR FORCE1'O7米白IQ1119 011 10,Nike/耐克,170,N  BATCH
223542280,220Y 【TOP  BATCH】JA3EP 米白HF2794 101 10,Nike/耐克,220,TOP  BATCH
223758262,200Y 【YC  BATCH】NIKE DUNK LOW SP ST白蓝IH6766-001 2 10,Nike/耐克,200,YC  BATCH
223758161,330Y 【MAX  BATCH】NIKE SHOX TL黑黄CN0151 002 10,Nike/耐克,330,MAX  BATCH
223542237,160Y 【PF  BATCH】NIKE P-6000 PRM 绿黑IH0946 300 10,Nike/耐克,160,PF  BATCH
223541911,150Y 【SS  BATCH】NIKE FREE METCON 6 米色FJ7126 100 10,Nike/耐克,150,SS  BATCH
223541316,150Y 【SS  BATCH】W NIKEFREE METCON 6 白色FJ7126 106 10,Nike/耐克,150,SS  BATCH
223541272,160Y 【SS  BATCH】NIKE COMFORT RIDE EASYON粉白IF5001 603 10,Nike/耐克,160,SS  BATCH
223542177,350Y 【KZ2.0  BATCH】NIKE AIR MAX 95 SP 白绿IB4453 100 10,Nike/耐克,350,KZ2.0  BATCH
223542131,180Y 【SS  BATCH】NIKE AIR MAX 97 OG白银黑IM6647 030 10,Nike/耐克,180,SS  BATCH
223542109,180Y 【SS  BATCH】NIKE AIR MAX 97 OG黑红IB3074 001 10,Nike/耐克,180,SS  BATCH
223541956,160Y 【PF  BATCH】NIKEP-6000 黑银灰CD6404 204 10,Nike/耐克,160,PF  BATCH
223541898,190Y 【SS  BATCH】NIKE DUNK LOW RETRO黑白IO7606 010 10,Nike/耐克,190,SS  BATCH
223541803,160Y 【C  BATCH】NIKE AVA ROVER HS 军绿DX4215 304 10,Nike/耐克,160,C  BATCH
223541524,330Y 【MAX  BATCH】NIKE SHOX TL黑蓝CN0151 004 10,Nike/耐克,330,MAX  BATCH
223389029,360Y 【GX  BATCH】KOBE IX ELITE LOW EM PROTRO红白IH1401 600 10,Nike/耐克,360,GX  BATCH
223541474,260Y 【MAX  BATCH】AIR FORCE 1LOW SP粉色CZ8065 600 10,Nike/耐克,260,MAX  BATCH
223541458,260Y 【MAX  BATCH】AIR FORCE 1LOW SP蓝色CZ8065 500 10,Nike/耐克,260,MAX  BATCH
223541254,160Y 【SS  BATCH】NIKE VOMERO 18 白榛IQ1131 120 10,Nike/耐克,160,SS  BATCH
223540692,260Y 【MAX  BATCH】AIR FORCE 1LOW SP黄色CZ8065 800 10,Nike/耐克,260,MAX  BATCH
223387006,150Y 【GT  BATCH】NIKE VOMERO 18CM白粉橙IB7315 100 10,Nike/耐克,150,GT  BATCH
223387044,150Y 【GT  BATCH】NIKE VOMERO 18棕色HM6804 003 10,Nike/耐克,150,GT  BATCH
223387068,150Y 【GT  BATCH】NIKE VOMERO SE紫色 18IB5169 500 10,Nike/耐克,150,GT  BATCH
223387166,150Y 【GT  BATCH】NIKE VOMERO 18白银HM6804 104 10,Nike/耐克,150,GT  BATCH
223387206,150Y 【GT  BATCH】NIKE VOMERO 18灰白HM6803 402 10,Nike/耐克,150,GT  BATCH
223387193,150Y 【GT  BATCH】NIKE VOMERO 18橙色HM6803 700 10,Nike/耐克,150,GT  BATCH
223387177,150Y 【GT  BATCH】NIKE VOMERO 18全白HM6803 106 10,Nike/耐克,150,GT  BATCH
223387147,150Y 【GT  BATCH】NIKE VOMERO 18白橙绿HM6804 002 10,Nike/耐克,150,GT  BATCH
223387128,150Y 【GT  BATCH】NIKE VOMERO 18冰川蓝 HM6803 403 10,Nike/耐克,150,GT  BATCH
223387115,150Y 【GT  BATCH】NIKE VOMERO 18灰蓝IB7722 100 10,Nike/耐克,150,GT  BATCH
223387101,150Y 【GT  BATCH】NIKE VOMERO 18粉色IM2503 133 10,Nike/耐克,150,GT  BATCH
223387084,150Y 【GT  BATCH】NIKE VOMERO 18灰色HM6803 009 10,Nike/耐克,150,GT  BATCH
223387055,150Y 【GT  BATCH】NIKE VOMERO RUN 黑白灰18IB5726 100 10,Nike/耐克,150,GT  BATCH
223387030,150Y 【GT  BATCH】NIKE VOMERO 18黑红 HM6803 008 10,Nike/耐克,150,GT  BATCH
223387016,150Y 【GT  BATCH】NIKE VOMERO 18亮深红HM6804 602 10,Nike/耐克,150,GT  BATCH
223386899,150Y 【GT  BATCH】NIKE VOMERO 18 SEIN蓝白IB8164 999 10,Nike/耐克,150,GT  BATCH
223386940,270Y 【MAX  BATCH】AIR FORCE 1LOW SP 红心桃空军CZ8065- 100 10,Nike/耐克,270,MAX  BATCH
223386604,230Y 【MAX  BATCH】AIR FORCE 1 LOW RETRO QS黑白双勾CQ0492-001 10,Nike/耐克,230,MAX  BATCH
223386208,360Y 【MAX  BATCH】NOCTA HOT STEP II紫色DZ7293-500 10,Nike/耐克,360,MAX  BATCH
223404965,330Y 【MAX  BATCH】Nike Shox TL 黑色 AR3566-002 7,Nike/耐克,330,MAX  BATCH
223404957,330Y 【MAX  BATCH】Nike Shox TL 白金属银 AV3595-100 7,Nike/耐克,330,MAX  BATCH
222635110,"290Y 【TOP  BATCH】AIR FORCE 1 'O7 ""DUCK OR EGG""土黄色IU7612 700 10",Nike/耐克,290,TOP  BATCH
215420784,330Y【S2/TOP BATCH】OFF-WHITE x Nike Air Force 1绿色DX1419-300（36-48.5） 10,Nike/耐克,330,S2/TOP BATCH
215420722,"330Y【S2/TOP BATCH】OFF-WHITE X NK Air Force 1 "" 红色DD1876-600（40-48.5） 10",Nike/耐克,330,S2/TOP BATCH
215420613,290Y【S2/TOP BATCH】Lil Yachty x NK Air Force 1 Low 黄绿红IH4383-300（40-47.5） 10,Nike/耐克,290,S2/TOP BATCH
215420555,330Y【S2/TOP BATCH】PEACEMINUSONE x Air Force 1 多彩AQ3692-004（40-47.5） 13,Nike/耐克,330,S2/TOP BATCH
215420464,360Y【S2/TOP BATCH】Nike Air Force 1“07蒂芙尼DZ1382-001（36-48.5） 10,Nike/耐克,360,S2/TOP BATCH
215420404,350Y【S2/TOP BATCH】Fragment Design x Clot x Nike Air Force 白丝绸AO9286-100（40-46） 10,Nike/耐克,350,S2/TOP BATCH
215420350,350Y【S2/TOP BATCH】Fragment Design x Clot x Nike Air Force 黑丝绸CZ3986-001（40-46） 10,Nike/耐克,350,S2/TOP BATCH
215358431,330Y【S2/TOP BATCH】OFF-WHITE X NK Air Force 1 “ OW联名空军一号 白AO4297-100 11,Nike/耐克,330,S2/TOP BATCH
215358329,330Y【S2/TOP BATCH】OFF-WHITE X NK Air Force 1 “ OW联名空军一号 蓝色艺术馆CI1173-400 10,Nike/耐克,330,S2/TOP BATCH
215358267,330Y【S2/TOP BATCH】OFF-WHITE X NK Air Force 1 “ OW联名空军一号 黄皮面DD1876-700 10,Nike/耐克,330,S2/TOP BATCH
215358156,330Y【S2/TOP BATCH】OFF-WHITE X NK Air Force 1 “ OW联名空军一号 黑银AV5210-001 10,Nike/耐克,330,S2/TOP BATCH
215358086,310Y【S2/TOP BATCH】OFF-WHITE X NK Air Force 1 “ OW联名空军一号 荧光绿AO4606-700 10,Nike/耐克,310,S2/TOP BATCH
215358006,310Y【S2/TOP BATCH】OFF-WHITE X NK Air Force 1 “ OW联名空军一号 黑白AO4606-001 10,Nike/耐克,310,S2/TOP BATCH
215357931,310Y【S2/TOP BATCH】OFF-WHITE X NK Air Force 1 “ OW联名空军一号 白色拼接AO4606-100 10,Nike/耐克,310,S2/TOP BATCH
215357803,330Y【S2/TOP BATCH】OFF-WHITE X NK Air Force 1 “ OW联名空军一号 卡其FD6900-200 10,Nike/耐克,330,S2/TOP BATCH
215357446,190Y【S2/TOP BATCH】Nike Air Force 1 IB0018-100 10,Nike/耐克,190,S2/TOP BATCH
213061795,190Y【TOP BATCH】Kobe x Air Force 1 Low IB0018-500 紫色 10,Nike/耐克,190,TOP BATCH
215357574,310Y【S2/TOP BATCH】NIKE AIR FORCE 1‘07  FQ7069-100 10,Nike/耐克,310,S2/TOP BATCH
211730230,310Y【TOP BATCH】Flea CPFM x NK Air Force 1 Low   FQ7069 300绿色 9,Nike/耐克,310,TOP BATCH
215420824,310Y【S2/TOP BATCH】NIKE AIR FORCE 1‘07 紫色FQ7069-500（40-48.5） 10,Nike/耐克,310,S2/TOP BATCH
211730225,310Y【TOP BATCH】Flea CPFM x NK Air Force 1 Low   HJ8463 001黑白 9,Nike/耐克,310,TOP BATCH
223098825,220Y 【MAX  BATCH】AIRFORCE 1'O7 LV8 黑灰HQ2037 006 10,Nike/耐克,220,MAX  BATCH
222391062,230Y 【MAX  BATCH】AIR FORCE1'07 LV8 白蓝HQ2037-100 10,Nike/耐克,230,MAX  BATCH
222391855,230Y 【MAX  BATCH】AIR FORCE 1'O7 LV8 米棕HQ2037- 101 10,Nike/耐克,230,MAX  BATCH
221744456,230Y 【MAX  BATCH】AIR FORCE1 'O7 LV8 米色 HQ2037-200 10,Nike/耐克,230,MAX  BATCH
221371367,230Y 【MAX  BATCH】AIR FORCE 1 '07 LV8 黑紫 HQ2037-001 10,Nike/耐克,230,MAX  BATCH
220434868,270Y 【TG  BATCH】AIR FORCE 1 LOW PROTRO黄色HV9408 700 10,Nike/耐克,270,TG  BATCH
213123753,110Y【New G5  BATHC】Nike Air Force One 空军纯黑雾面低帮 15,Nike/耐克,110,New G5  BATHC
210391264,110Y【New G5  BATHC】Nike Air Force One 空军纯黑低帮 8,Nike/耐克,110,New G5  BATHC
209267556,110Y【New G5  BATHC】Nike Air Force One 空军纯白低帮 19,Nike/耐克,110,New G5  BATHC
222963139,270Y 【GX  BATCH】AIR FORCE 1 LOW RETRO黑色IB9949- 001 SP 10,Nike/耐克,270,GX  BATCH
222391997,270Y 【GX  BATCH】AIR FORCE 1 LOW SP 空SUP CU9225-100 10,Nike/耐克,270,GX  BATCH
222391817,210Y 【GX  BATCH】AIR FORCE1 'O7 深棕IH1698-200 10,Nike/耐克,210,GX  BATCH
216656887,250Y【GX BATCH】NOCTA x NK Air Force 1 Low '07  Drake联名纯白 CZ8065-100 10,Nike/耐克,250,GX BATCH
216655867,250Y【GX BATCH】Supreme x NK Air Force 1 Low '07 白黑 CU9225-102 10,Nike/耐克,250,GX BATCH
216655638,250Y【GX BATCH】Supreme x NK Air Force 1 Low '07 黑白 CU9225-002 10,Nike/耐克,250,GX BATCH
216654516,170Y【GX BATCH】 Nike Air Force 1 白黑CT2302-100 10,Nike/耐克,170,GX BATCH
216654249,170Y【GX BATCH】 Nike Air Force 1 黑白熊猫DV0788-001 10,Nike/耐克,170,GX BATCH
216653922,190Y【GX BATCH】 Nike Air Force 1 黑CW2288-001 10,Nike/耐克,190,GX BATCH
216653680,190Y【GX BATCH】 Nike Air Force 1 纯白 CW2288-111 10,Nike/耐克,190,GX BATCH
223195283,150Y 【G  BATCH】AIR FORCE 1 'O7黑红FJ4146 002 10,Nike/耐克,150,G  BATCH
222725344,110Y 【G  BATCH】AIR FORCE 1'07 亮面全黑CW2288-001 10,Nike/耐克,110,G  BATCH
222725448,170Y 【G  BATCH】AIR FORCE 1LOW/ SUPREME黑白SUPCU9225-001 10,Nike/耐克,170,G  BATCH
222725294,130Y 【G  BATCH】AIR FORCE 1LOW SP 棕色棕色U9225-200 10,Nike/耐克,130,G  BATCH
222725387,110Y 【G  BATCH】AIR FORCE 1'07 纯白低CW2288-111 10,Nike/耐克,110,G  BATCH
222391306,330Y 【G  BATCH】NIKE AIR FORCE 1 LOW SP紫色 FP7069- 500 10,Nike/耐克,330,G  BATCH
222391178,330Y 【G  BATCH】NIKE AIR FORCE 1 LOW SP黑白HJ8463- 001 10,Nike/耐克,330,G  BATCH
221508629,330Y 【G  BATCH】NIKE AIR FORCE 1 LOW SP白色FQ7069-100 10,Nike/耐克,330,G  BATCH
220934563,330Y 【G  BATCH】NIKE AIR FORCE 1 LOW SP绿色 FP7069- 300 10,Nike/耐克,330,G  BATCH
215494845,300Y【G BATCH】Nike Air Force 1“07蒂芙尼DZ1382-001 11,Nike/耐克,300,G BATCH
215494746,160Y【G BATCH】Supreme x Nike Air Force 1 Low SP 白红CU9225-101 10,Nike/耐克,160,G BATCH
215494680,190Y【G BATCH】CDG x Supreme x NK Air Force 1 Supreme 黑白六眼923044-100 10,Nike/耐克,190,G BATCH
215494513,230Y【G BATCH】VLONE x NK Air Force 1 Low 联名黑橙AA5360-001 10,Nike/耐克,230,G BATCH
215494489,230Y【G BATCH】VLONE x NK Air Force 1 Low 联名白橙 AA5360-100 10,Nike/耐克,230,G BATCH
215494435,160Y【G BATCH】Nike Air Force 1 Low Supreme联名 白色CU9225-100 10,Nike/耐克,160,G BATCH
215494269,160Y【G BATCH】Nike Air Force 1 Low Supreme联名  小麦色DN1555-200 10,Nike/耐克,160,G BATCH
215494219,160Y【G BATCH】Nike Air Force 1 Low Supreme联名  黑色CU9225-001 10,Nike/耐克,160,G BATCH
215494095,160Y【G BATCH】 Nike Air Force1 Low 小麦色CJ9179-200 10,Nike/耐克,160,G BATCH
215494038,170Y【G BATCH】Nike Air Force 1 Low  白色闪电白色闪电DD8959-100 10,Nike/耐克,170,G BATCH
215493943,170Y【G BATCH】Nike Air Force 1 Low  哑光黑CW2288-001 10,Nike/耐克,170,G BATCH
215493767,160Y【G BATCH】NOCTA × Nike Air Force 1 黄色CZ8065-800 10,Nike/耐克,160,G BATCH
213534474,360Y 【G BATCH】 黑色SUP 6,Nike/耐克,360,G BATCH
213003181,330Y 【G BATCH】 FQ7069-100白色SUP 12,Nike/耐克,330,G BATCH
212332810,头层200Y【G BATCH】AIR FORCE 1 LOW Supreme联名  CU9925-002黑色黑标 9,Nike/耐克,200,G BATCH
212332753,170Y【G BATCH】AIR FORCE 1 LOW Supreme联名  CU9225-102白色黑标 9,Nike/耐克,170,G BATCH
202462441,150Y【G BATCH】AIR FORCE 1 LOW SP CZ8065-001 9,Nike/耐克,150,G BATCH
202461958,150Y【G BATCH】AIR FORCE 1 LOW SP CZ8065-500 9,Nike/耐克,150,G BATCH
202461494,150Y【G BATCH】AIR FORCE 1 LOW SP CZ8065-600 9,Nike/耐克,150,G BATCH
202460540,150Y【G BATCH】AIR FORCE 1 LOW SP CZ8065-100 9,Nike/耐克,150,G BATCH
204099553,¥420【LJR版】 Ambush x Nk Air Force 1'07 Low 联名 36-48.5 DV3464-001 9,Nike/耐克,420,LJR版
204099695,¥420【LJR版】Ambush x Nk Air Force 1'07 Low 白黑DV3464-002 36-47.5 9,Nike/耐克,420,LJR版
203720164,¥280【TOP】Off-White X NK Blazer Mid OW联名款开拓者36-48 彩虹 AA3832-002 9,Nike/耐克,280,TOP
203720243,¥280【TOP】Off-White X NK Blazer Mid OW联名款开拓者36-48 南瓜色 A3832-700 18,Nike/耐克,280,TOP
203720094,¥280【TOP】Off-White X NK Blazer Mid OW联名款开拓者36-48 白 AA3832-001 18,Nike/耐克,280,TOP
203720004,¥280【TOP】Off-White X NK Blazer Mid OW联名款开拓者36-48 白色 AA3832-100 20,Nike/耐克,280,TOP
216536676,370Y【OWF Batch】OFF-WHITE x Nike Air Force 1 Part 2 Volt THE TEN AO4606-700 网纱绿 10,Nike/耐克,370,OWF Batch
216536590,370Y【OWF Batch】OFF-WHITE x Nike Air Force 1 Part 2 Volt THE TEN AO4606-100 网纱白 10,Nike/耐克,370,OWF Batch
216536505,370Y【OWF Batch】OFF-WHITE x Nike Air Force 1 Part 2 Volt THE TEN AO4606-001 网纱黑 10,Nike/耐克,370,OWF Batch
216394801,390Y【OWF Batch】OFF-WHITE x Nike Air Presto 2.0 网布 OG款 THE TEN AA3830-001 黑黄 10,Nike/耐克,390,OWF Batch
216394571,390Y【OWF Batch】OFF-WHITE x Nike Air Presto 2.0  THE TEN AA3830-002 黑色 10,Nike/耐克,390,OWF Batch
216394473,390Y【OWF Batch】OFF-WHITE x Nike Air Presto 2.0  THE TEN AA3830-100 白色 10,Nike/耐克,390,OWF Batch
216394354,390Y【OWF Batch】OFF-WHITE x Nike Blazer Mid Grim Reaper OG款 AA3832-001 万圣节 黑色 10,Nike/耐克,390,OWF Batch
216394277,390Y【OWF Batch】OFF-WHITE x Nike Blazer Mid Grim Reaper OG款 AA3832-100 米白 10,Nike/耐克,390,OWF Batch
216394226,390Y【OWF Batch】OFF-WHITE x Nike Blazer Mid Grim Reaper OG款 AA3832-700 万圣节 黄色 10,Nike/耐克,390,OWF Batch
216394053,"390Y【OWF Batch】OFF-WHITE x Nike Rubber Dunk ""Green Strike"" CU6015-001 黑绿 10",Nike/耐克,390,OWF Batch
216393964,380Y【OWF Batch】OFF-WHITE x Nike Air Force 1  DX1419-300绿色 10,Nike/耐克,380,OWF Batch
216393528,380Y【OWF Batch】OFF-WHITE x Nike Air Force 1 07 AV5210-001 黑银 10,Nike/耐克,380,OWF Batch
216393457,380Y【OWF Batch】OFF-WHITE x Nike Air Force 1 07 DD1876-700 黄色艺术馆 10,Nike/耐克,380,OWF Batch
216393370,380Y【OWF Batch】OFF-WHITE x Nike Air Force 1 07  AO4297-100 白银 10,Nike/耐克,380,OWF Batch
216393240,"380Y【OWF Batch】OFF-WHITE x Nike Air Force 1 07 ""MCA""  CI1173-400 蓝色艺术馆 10",Nike/耐克,380,OWF Batch
216393054,390Y【OWF Batch】Travis Scott x Nike Air Force 1  AQ4211-100 白 10,Nike/耐克,390,OWF Batch
216392964,390Y【OWF Batch】Travis Scott x Nike Air Force 1 AQ4211-101 白银 10,Nike/耐克,390,OWF Batch
216131172,320Y【OWF BATCH】AMBUSH x Nike Air Force 1 皮革 DV3464-002 白色 10,Nike/耐克,320,OWF BATCH
216131101,320Y【OWF BATCH】AMBUSH x Nike Air Force 1 皮革 DV3464-001 黑色 10,Nike/耐克,320,OWF BATCH
216130701,"300Y【OWF BATCH】Supreme x Nike Air Force 1 ""box logo"" CU9225-100 空军Sup白 10",Nike/耐克,300,OWF BATCH
216130622,"300Y【OWF BATCH】Supreme x Nike Air Force 1 ""Baroque Brown"" CU9225-200 Sup空军棕色 10",Nike/耐克,300,OWF BATCH
216130563,300Y【OWF BATCH】Supreme x Nike Air Force 1 box logo CU9225-001 Sup黑色 10,Nike/耐克,300,OWF BATCH
216130502,340Y【OWF BATCH】Lil Yachty x Nike Air Force 1 Low IH4383-300 黄绿 10,Nike/耐克,340,OWF BATCH
216130399,"380Y【OWF BATCH】TIFFANY & CO./蒂芙尼 x Nike Air Force 1 ""1837"" DZ1382-001 蒂芙尼联名 10",Nike/耐克,380,OWF BATCH
216130304,320Y【OWF BATCH】CPFM x Nike Air Force 1 DD7050-100 白色 10,Nike/耐克,320,OWF BATCH
216130227,320Y【OWF BATCH】CPFM x Nike Air Force 1 DC4457-001 黑色 10,Nike/耐克,320,OWF BATCH
216130152,300Y【OWF BATCH】Supreme x Nike Air Force 1 Flax联名款 DN1555-200 小麦色 10,Nike/耐克,300,OWF BATCH
216130089,300Y【OWF BATCH】Supreme x Nike Air Force 1 CU9225-101 Sup白红 10,Nike/耐克,300,OWF BATCH
216129937,200Y【OWF BATCH】Nike Air Force 1 Low Kobe Forever FZ1151-100 白黄 10,Nike/耐克,200,OWF BATCH
216129799,200Y【OWF BATCH】Nike Air Force 1 Low Kobe Forever HV5122-001 黑黄 10,Nike/耐克,200,OWF BATCH
216129740,200Y【OWF BATCH】Nike Air Force 1 Low Kobe Forever IB0018-500 紫色 10,Nike/耐克,200,OWF BATCH
216537313,370Y【OWF Batch】OFF-WHITE x  Nike Air Max 97 The Ten AJ4585-001 黑色 10,Nike/耐克,370,OWF Batch
216537156,370Y【OWF Batch】OFF-WHITE x  Nike Air Max 97 The Ten AJ4585-100 白色 10,Nike/耐克,370,OWF Batch
216536851,370Y【OWF Batch】OFF-WHITE x  Nike Air Max 97 The Ten AJ4585-101 灰色 10,Nike/耐克,370,OWF Batch
216165256,360Y【OWF BATCH】OFF-WHITE x  Nike Air Max 90 OG款 The Ten AA7293-200 沙漠黄 10,Nike/耐克,360,OWF BATCH
216165196,360Y【OWF BATCH】OFF-WHITE x  Nike Air Max 90 OG款 The Ten AA7293-001 黑色 10,Nike/耐克,360,OWF BATCH
216165155,360Y【OWF BATCH】OFF-WHITE x  Nike Air Max 90 OG款 The Ten AA7293-100 白色 10,Nike/耐克,360,OWF BATCH
216164979,360Y【OWF BATCH】Tom Sachs x Nike Craft Mars Yard Shoe 3.0 AA2261-100 宇航员米棕 10,Nike/耐克,360,OWF BATCH
216164940,360Y【OWF BATCH】SWOOSH x  Nike Air Max 1  HV5776-200 棕色 10,Nike/耐克,360,OWF BATCH
216164922,360Y【OWF BATCH】Sean Wotherspoon x  Nike Air Max 1/97 AJ4219-400 灯芯绒 10,Nike/耐克,360,OWF BATCH
216164894,"360Y【OWF BATCH】SWOOSH x  Nike Air Max 1 ""Big Head Mode""HQ2639-100 黄豹纹 10",Nike/耐克,360,OWF BATCH
216164864,"360Y【OWF BATCH】SWOOSH x  Nike Air Max 1 ""HQ2640-200 褐色 10",Nike/耐克,360,OWF BATCH
216164838,"360Y【OWF BATCH】SWOOSH x  Nike Air Max 1 ""D09392-700 黄色 10",Nike/耐克,360,OWF BATCH
216164821,"360Y【OWF BATCH】SWOOSH x  Nike Air Max 1 ""DO9392-701 土黄 10",Nike/耐克,360,OWF BATCH
216164805,"360Y【OWF BATCH】SWOOSH x  Nike Air Max 1 ""DO9392-200 棕色 10",Nike/耐克,360,OWF BATCH
216164773,360Y【OWF BATCH】SWOOSH x  Nike Air Max 1 HJ3966-110 白粉 10,Nike/耐克,360,OWF BATCH
216164754,360Y【OWF BATCH】SWOOSH x  Nike Air Max 1  908366-001 黑灰豹纹 10,Nike/耐克,360,OWF BATCH
216164736,"360Y【OWF BATCH】WOOSH x  Nike Air Max 1 ""AT3057-100 白粉 10",Nike/耐克,360,OWF BATCH
